uid,class
8a3a89158bff4d65813d5fe5607c5d14,shoes
65e43a34c69941acb3ad18297346f3d5,shoes
42cd12a7c1a24f639679fa5cd5491f76,shoes
fca3823439324d57a625d5c002b7e038,shoes
b7824aaee9a44211841f7ed8668b1dd6,shoes
e04250f955dc404ca21eeba3f27aa2f8,shoes
e203bfdeb69d48c98b89ff75256da460,shoes
980843351c694f2facc043a99ec7a355,shoes
ae0e8d6823ed421ea263938e32d62617,shoes
8980127fd98845bd87a5029116190657,shoes
